"agency_id","route_color","route_id","route_long_name","route_short_name","route_text_color","route_type","route_url","trip_id","shape_id"
"CTABus","","19","United Center Express","19","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=325","1902","19"
"CTABus","","22","Clark","22","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=181","463099473933","4637472"
"CTABus","","36","Broadway","36","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=191","463099474083","4635902"
"CTABus","","12","Roosevelt","12","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=173","463099554304","4637471"
"CTABus","","18","16th-18th","18","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=177","463099555105","4633918"
"CTABus","","44","Wallace-Racine","44","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=195","463099784179","4637015"
"CTABus","","62","Archer","62","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=222","463099784373","4637109"
"CTABus","","151","Sheridan","151","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=289","464099199243","4646415"
"CTABus","","205","Chicago/Golf","205","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=305","464099442938","4646641"
"CTABus","","54A","North Cicero/Skokie Blvd.","54A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=210","464099442942","4641275"
"CTABus","","81W","West Lawrence","81W","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=245","464099442945","4646547"
"CTABus","","88","Higgins","88","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=252","464099442953","4644672"
"CTABus","","85A","North Central","85A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=249","464099443083","4645675"
"CTABus","","56","Milwaukee","56","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=217","464099443085","4641971"
"CTABus","","68","Northwest Highway","68","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=230","464099443176","4643215"
"CTABus","","91","Austin","91","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=255","464099443183","4642946"
"CTABus","","X98","Avon Express","X98","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=263","464099443195","4646672"
"CTABus","","81","Lawrence","81","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=244","464099443369","4647869"
"CTABus","","84","Peterson","84","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=247","464099443401","4641681"
"CTABus","","92","Foster","92","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=256","464099443478","4647572"
"CTABus","","85","Central","85","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=248","464099443658","4647570"
"CTABus","","80","Irving Park","80","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=242","464099444173","4643084"
"CTABus","","78","Montrose","78","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=240","464099444199","4647743"
"CTABus","","152","Addison","152","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=290","464099444415","4643041"
"CTABus","","86","Narragansett/Ridgeland","86","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=250","464099444533","4643527"
"CTABus","","90","Harlem","90","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=253","464099444569","4642944"
"CTABus","","77","Belmont","77","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=239","464099444947","4647562"
"CTABus","","76","Diversey","76","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=238","464099445552","4644621"
"CTABus","","96","Lunt","96","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=261","464099471871","4642104"
"CTABus","","136","Sheridan/LaSalle Express","136","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=282","464099472506","4647385"
"CTABus","","97","Skokie","97","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=262","464099473149","4644369"
"CTABus","","135","Clarendon/LaSalle Express","135","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=281","464099473274","4647444"
"CTABus","","206","Evanston Circulator","206","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=306","464099473408","4643189"
"CTABus","","201","Central/Ridge","201","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=304","464099473425","4644318"
"CTABus","","11","Lincoln","11","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=172","464099473550","4647171"
"CTABus","","146","Inner Drive/Michigan Express","146","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=286","464099473569","4647451"
"CTABus","","49B","North Western","49B","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=200","464099473570","4644108"
"CTABus","","93","California/Dodge","93","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=257","464099473616","4641802"
"CTABus","","148","Clarendon Michigan Express","148","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=288","464099473650","4646402"
"CTABus","","147","Outer Drive Express","147","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=287","464099473783","4644525"
"CTABus","","155","Devon","155","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=291","464099474108","4640905"
"CTABus","","50","Damen","50","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=202","464099475062","4641197"
"CTABus","","54","Cicero","54","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=209","464099520507","4644590"
"CTABus","","54B","South Cicero","54B","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=211","464099520705","4644729"
"CTABus","","70","Division","70","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=232","464099521895","4642291"
"CTABus","","66","Chicago","66","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=228","464099522376","4646661"
"CTABus","","74","Fullerton","74","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=236","464099522798","4641535"
"CTABus","","132","Goose Island Express","132","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=279","464099523046","4646577"
"CTABus","","73","Armitage","73","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=235","464099523121","4642170"
"CTABus","","157","Streeterville/Taylor","157","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=293","464099523189","4647863"
"CTABus","","37","Sedgwick","37","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=335","464099523225","4647174"
"CTABus","","57","Laramie","57","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=219","464099523232","4641326"
"CTABus","","53","Pulaski","53","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=206","464099523273","4641232"
"CTABus","","65","Grand","65","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=227","464099523275","4646656"
"CTABus","","20","Madison","20","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=178","464099523448","4642063"
"CTABus","","72","North","72","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=234","464099523881","4645602"
"CTABus","","43","43rd","43","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=194","464099545307","4647013"
"CTABus","","24","Wentworth","24","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=182","464099546009","4646776"
"CTABus","","51","51st","51","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=203","464099546193","4647021"
"CTABus","","4","Cottage Grove","4","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=162","464099546546","4646592"
"CTABus","","1","Bronzeville/Union Station","1","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=158","464099546691","4646351"
"CTABus","","8","Halsted","8","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=167","464099546888","4647481"
"CTABus","","3","King Drive","3","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=160","464099546944","4645343"
"CTABus","","52A","South Kedzie","52A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=205","464099547164","4647458"
"CTABus","","79","79th","79","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=241","464099548025","4643498"
"CTABus","","87","87th","87","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=251","464099548317","4645571"
"CTABus","","8A","South Halsted","8A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=168","464099548577","4647128"
"CTABus","","2","Hyde Park Express","2","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=159","464099548690","4645528"
"CTABus","","143","Stockton/Michigan Express","143","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=283","464099551073","4644511"
"CTABus","","7","Harrison","7","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=166","464099551114","4645912"
"CTABus","","156","LaSalle","156","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=292","464099551909","4646425"
"CTABus","","39","Pershing","39","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=193","464099552015","4647556"
"CTABus","","121","Union/Wacker Express","121","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=272","464099552231","4646365"
"CTABus","","120","Ogilvie/Wacker Express","120","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=271","464099552515","4646361"
"CTABus","","125","Water Tower Express","125","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=276","464099552571","4642863"
"CTABus","","134","Stockton/LaSalle Express","134","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=280","464099552574","4644509"
"CTABus","","126","Jackson","126","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=277","464099553670","4645859"
"CTABus","","21","Cermak","21","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=180","464099553802","4644555"
"CTABus","","60","Blue Island/26th","60","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=221","464099553979","4641351"
"CTABus","","52","Kedzie/California","52","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=204","464099554181","4646650"
"CTABus","","10","Museum of S & I","10","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=171","464099554455","4643721"
"CTABus","","35","35th","35","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=190","464099554586","4647103"
"CTABus","","124","Navy Pier","124","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=275","464099554691","4645856"
"CTABus","","82","Kimball-Homan","82","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=246","464099555004","4645069"
"CTABus","","30","South Chicago","30","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=187","464099714454","4645534"
"CTABus","","100","Jeffery Manor Express","100","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=264","464099714831","4640701"
"CTABus","","169","69th-UPS Express","169","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=296","464099715242","4647005"
"CTABus","","103","West 103rd","103","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=265","464099715512","4640712"
"CTABus","","26","South Shore Express","26","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=183","464099715623","4644326"
"CTABus","","192","University of Chicago Hosp. Exp.","192","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=302","464099715630","4646980"
"CTABus","","J14","Jeffery Jump","J14","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=174","464099715631","4644276"
"CTABus","","111A","Pullman Shuttle","111A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=347","464099716424","4647134"
"CTABus","","112","Vincennes/111th","112","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=269","464099716740","4640749"
"CTABus","","28","Stony Island","28","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=184","464099716744","4646643"
"CTABus","","108","Halsted/95th","108","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=267","464099716770","4640727"
"CTABus","","15","Jeffery Local","15","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=175","464099716950","4644288"
"CTABus","","6","Jackson Park Express","6","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=165","464099716970","4647107"
"CTABus","","106","East 103rd","106","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=266","464099717003","4644493"
"CTABus","","29","State","29","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=186","464099717060","4641039"
"CTABus","","95W","West 95th","95W","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=260","464099717131","4647812"
"CTABus","","95E","93rd-95th","95E","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=259","464099717418","4641822"
"CTABus","","5","South Shore Night Bus","5","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=164","464099717428","4647039"
"CTABus","","34","South Michigan","34","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=189","464099717477","4644561"
"CTABus","","111","111th/King Drive","111","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=268","464099717506","4646356"
"CTABus","","115","Pullman/115th","115","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=336","464099717513","4646358"
"CTABus","","119","Michigan/119th","119","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=270","464099717544","4640754"
"CTABus","","71","71st South Shore","71","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=233","464099717739","4647032"
"CTABus","","171","U. of Chicago/Hyde Park","171","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=298","464099718105","4643425"
"CTABus","","170","U. of Chicago/Midway","170","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=297","464099718107","4643183"
"CTABus","","172","U. of Chicago/Kenwood","172","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=299","464099718157","4643427"
"CTABus","","75","74th-75th","75","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=237","464099782835","4641541"
"CTABus","","165","West 65th","165","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=294","464099783516","4644671"
"CTABus","","55A","55th/Austin","55A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=214","464099783522","4644665"
"CTABus","","59","59th/61st","59","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=220","464099783755","4647025"
"CTABus","","94","South California","94","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=258","464099784008","4647186"
"CTABus","","55","Garfield","55","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=213","464099784749","4645424"
"CTABus","","63W","West 63rd","63W","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=225","464099784776","4644597"
"CTABus","","47","47th","47","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=196","464099784818","4646126"
"CTABus","","62H","Archer/Harlem","62H","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=223","464099784833","4646137"
"CTABus","","55N","55th/Narragansett","55N","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=215","464099784842","4644662"
"CTABus","","63","63rd","63","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=224","464099784879","4645054"
"CTABus","","48","South Damen","48","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=197","464099784980","4647805"
"CTABus","","9","Ashland","9","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=169","464099785322","4647500"
"CTABus","","X49","Western Express","X49","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=201","464099785887","4647871"
"CTABus","","49","Western","49","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=198","464099785914","4641178"
"CTABus","","X9","Ashland Express","X9","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=170","464099785988","4644659"
"CTABus","","67","67th-69th-71st","67","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=229","464099786431","4644610"
"CTABus","","53A","South Pulaski","53A","",3,"http://www.transitchicago.com/riding_cta/busroute.aspx?RouteId=207","464099857779","4644576"
"CTAL","522398","P","Purple Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/purpleline.aspx","51097731058","305100122"
"CTAL","F9E300","Y","Yellow Line","","000000",1,"http://www.transitchicago.com/riding_cta/systemguide/yellowline.aspx","51097731189","305100033"
"CTAL","00A1DE","Blue","Blue Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/blueline.aspx","51097732277","305100001"
"CTAL","62361B","Brn","Brown Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/brownline.aspx","51097733721","305100017"
"CTAL","009B3A","G","Green Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/greenline.aspx","51097737245","305100009"
"CTAL","C60C30","Red","Red Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/redline.aspx","51097753847","305100007"
"CTAL","F9461C","Org","Orange Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/orangeline.aspx","51097762708","305100034"
"CTAL","E27EA6","Pink","Pink Line","","FFFFFF",1,"http://www.transitchicago.com/riding_cta/systemguide/pinkline.aspx","51097775132","305100035"
"METRA","41E817","BNSF","Burlington Northern","BNSF","000000",2,"http://metrarail.com/Sched/bn/bn.shtml","BNSF_BN1233_V1","BNSF_OB_1"
"METRA","A80004","HC","Heritage Corridor","HC","FFFFFF",2,"http://metrarail.com/Sched/mhc/mhc.shtml","HC_HC921_V1","HC_OB_1"
"METRA","B5640B","MD-N","Milwaukee North","MD-N","FFFFFF",2,"http://metrarail.com/Sched/md_n/md_n.shtml","MD-N_MN2627_V7","MD-N_OB_1"
"METRA","F1AD0E","MD-W","Milwaukee West","MD-W","000000",2,"http://metrarail.com/Sched/md_n/md_w.shtml","MD-W_MW2244_V1","MD-W_IB_1"
"METRA","F1690E","ME","Metra Electric","ME","000000",2,"http://metrarail.com/Sched/me/me.shtml","ME_ME821_V3","ME_OB_1"
"METRA","9785BC","NCS","North Central Service","NCS","000000",2,"http://metrarail.com/Sched/ncs/ncs.shtml","NCS_NC110_V1","NCS_IB_1"
"METRA","FF0000","RI","Rock Island","RI","000000",2,"http://metrarail.com/Sched/ri/ri.shtml","RI_RI533_V1","RI_OB_1"
"METRA","0561FA","SWS","Southwest Service","SWS","000000",2,"http://metrarail.com/Sched/sws/sws.shtml","SWS_SW866_V1","SWS_IB_1"
"METRA","FFFF00","UP-NW","Union Pacific Northwest","UP-NW","000000",2,"http://metrarail.com/Sched/cnw_nw/cnw_nw.shtml","UP-NW_UNW661_V1","UP-NW_OB_1"
"METRA","008000","UP-N","Union Pacific North","UP-N","000000",2,"http://metrarail.com/Sched/cnw_n/cnwn.shtml","UP-N_UN831_V6","UP-N_OB_1"
"METRA","FE8D81","UP-W","Union Pacific West","UP-W","000000",2,"http://metrarail.com/Sched/cnw_w/cnw_w.shtml","UP-W_UW58_V1","UP-W_IB_1"
